id,matchId,blue_win,blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueChampKills,blueHeraldKills,blueDragonKills,blueTowersDestroyed,redChampKills,redHeraldKills,redDragonKills,redTowersDestroyed
3289,3471466207.0,0,23386.0,343.0,74.0,9.0,26683.0,376.0,95.0,9.4,6.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0
3290,3507477058.0,0,21527.0,279.0,72.0,8.0,30215.0,371.0,95.0,9.8,5.0,0.0,0.0,2.0,20.0,3.0,0.0,0.0
3291,3507462376.0,1,34392.0,371.0,108.0,9.8,20759.0,249.0,60.0,8.0,19.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0
3292,3504617415.0,1,26418.0,369.0,81.0,9.4,27939.0,374.0,111.0,9.4,11.0,0.0,0.0,1.0,11.0,3.0,0.0,0.0
3293,3504488146.0,0,24956.0,328.0,89.0,8.8,22360.0,388.0,86.0,9.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
3294,3504448919.0,1,27055.0,327.0,79.0,9.2,24965.0,340.0,80.0,8.8,14.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0
3295,3485135603.0,1,28235.0,360.0,79.0,9.6,28500.0,339.0,95.0,9.0,15.0,2.0,0.0,2.0,10.0,1.0,0.0,1.0
3296,3480970115.0,1,34296.0,387.0,105.0,10.0,27847.0,365.0,79.0,9.2,19.0,3.0,0.0,2.0,9.0,0.0,0.0,4.0
3297,3480937878.0,1,28327.0,335.0,95.0,9.0,26081.0,329.0,95.0,9.0,10.0,2.0,0.0,1.0,9.0,1.0,0.0,3.0
3298,3480051582.0,0,28961.0,355.0,94.0,9.6,26855.0,333.0,69.0,9.4,13.0,3.0,0.0,0.0,13.0,0.0,0.0,1.0
3299,3479708146.0,1,30122.0,357.0,79.0,9.4,24901.0,311.0,91.0,8.6,15.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0
3300,3495703304.0,0,26951.0,325.0,82.0,8.8,30071.0,320.0,57.0,9.4,12.0,1.0,0.0,1.0,19.0,2.0,0.0,1.0
3301,3490220183.0,0,25096.0,321.0,57.0,8.8,27863.0,391.0,87.0,9.4,9.0,0.0,0.0,1.0,11.0,3.0,0.0,1.0
3302,3478842441.0,1,23640.0,323.0,62.0,9.0,24302.0,326.0,74.0,8.4,8.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0
3303,3447780325.0,1,26180.0,344.0,93.0,9.6,23770.0,342.0,75.0,8.8,13.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
3304,3435234365.0,0,26667.0,289.0,56.0,8.8,30033.0,340.0,108.0,9.8,15.0,2.0,0.0,2.0,17.0,1.0,0.0,1.0
3305,3511735807.0,0,22441.0,335.0,72.0,8.8,29194.0,382.0,112.0,9.8,5.0,0.0,0.0,2.0,10.0,3.0,0.0,0.0
3306,3503471241.0,0,24156.0,356.0,81.0,9.2,26038.0,357.0,104.0,9.6,5.0,2.0,0.0,1.0,9.0,1.0,0.0,1.0
3307,3486331897.0,0,23064.0,328.0,77.0,8.6,25376.0,327.0,92.0,9.2,4.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0
3308,3486179168.0,1,27384.0,328.0,92.0,9.0,22688.0,331.0,74.0,9.0,11.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0
3309,3485413335.0,0,27025.0,272.0,86.0,9.2,29309.0,357.0,54.0,9.4,14.0,1.0,0.0,1.0,17.0,1.0,0.0,1.0
3310,3482443507.0,0,23597.0,280.0,64.0,8.4,27143.0,296.0,89.0,9.2,9.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0
3311,3501799856.0,0,25399.0,386.0,64.0,9.2,27644.0,385.0,92.0,10.0,9.0,1.0,0.0,1.0,12.0,2.0,0.0,0.0
3312,3470880423.0,1,29820.0,401.0,88.0,9.6,22462.0,378.0,88.0,8.8,13.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0
3313,3470831565.0,0,24231.0,319.0,97.0,9.0,26794.0,333.0,65.0,9.4,5.0,1.0,0.0,1.0,13.0,1.0,0.0,1.0
3314,3470756777.0,0,23736.0,289.0,67.0,8.8,25546.0,381.0,72.0,9.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,1.0
3315,3470771403.0,0,27861.0,394.0,73.0,9.4,25438.0,345.0,91.0,9.6,10.0,1.0,0.0,0.0,10.0,2.0,0.0,1.0
3316,3475410577.0,1,28541.0,302.0,111.0,9.4,23118.0,292.0,70.0,8.6,13.0,3.0,0.0,0.0,7.0,0.0,0.0,2.0
3317,3475337568.0,1,24729.0,357.0,96.0,8.8,30752.0,364.0,75.0,9.8,6.0,0.0,0.0,2.0,19.0,3.0,0.0,0.0
3318,3474993040.0,1,23908.0,324.0,92.0,9.2,27797.0,392.0,94.0,9.2,6.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0
3319,3474879091.0,1,25305.0,388.0,101.0,9.2,22099.0,369.0,99.0,9.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
3320,3474904815.0,0,20440.0,341.0,56.0,8.4,32211.0,416.0,109.0,10.0,1.0,0.0,0.0,3.0,18.0,3.0,0.0,0.0
3321,3483397772.0,0,25056.0,365.0,71.0,9.2,27132.0,345.0,87.0,9.4,10.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0
3322,3453100036.0,0,27154.0,368.0,86.0,9.0,26594.0,324.0,70.0,9.0,12.0,0.0,0.0,1.0,13.0,3.0,0.0,1.0
3323,3415808297.0,0,23845.0,343.0,97.0,8.8,27887.0,373.0,78.0,9.6,5.0,1.0,0.0,2.0,13.0,2.0,0.0,1.0
3324,3406070526.0,1,28278.0,403.0,96.0,9.2,23670.0,376.0,92.0,9.2,6.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0
3325,3362051589.0,1,27831.0,329.0,84.0,9.6,25333.0,340.0,75.0,9.0,14.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0
3326,3508514809.0,1,29155.0,319.0,92.0,9.4,26052.0,370.0,86.0,9.2,16.0,3.0,0.0,1.0,10.0,0.0,0.0,2.0
3327,3506997783.0,0,24250.0,359.0,77.0,9.4,25394.0,349.0,97.0,9.2,7.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0
3328,3506973404.0,1,24436.0,340.0,90.0,9.0,27226.0,334.0,90.0,9.4,8.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0
3329,3505350710.0,0,23970.0,317.0,60.0,8.8,29340.0,341.0,103.0,9.6,8.0,1.0,0.0,0.0,19.0,2.0,0.0,0.0
3330,3505315132.0,0,27070.0,307.0,73.0,9.0,26680.0,319.0,79.0,9.0,13.0,2.0,0.0,0.0,11.0,1.0,0.0,1.0
3331,3502485805.0,0,24859.0,330.0,87.0,9.0,27891.0,356.0,99.0,9.8,9.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0
3332,3471603708.0,0,27171.0,317.0,89.0,8.6,28274.0,306.0,61.0,9.4,9.0,2.0,0.0,1.0,19.0,1.0,0.0,2.0
3333,3452340932.0,1,27633.0,365.0,104.0,9.6,25583.0,324.0,73.0,9.2,8.0,1.0,0.0,1.0,10.0,2.0,0.0,3.0
3334,3412014724.0,1,27550.0,349.0,84.0,9.8,27953.0,293.0,76.0,9.4,12.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0
3335,3411966373.0,1,26221.0,300.0,99.0,9.0,23986.0,306.0,92.0,9.0,12.0,2.0,0.0,0.0,8.0,1.0,0.0,1.0
3336,3507671652.0,1,27804.0,345.0,67.0,9.2,24110.0,289.0,83.0,8.8,15.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0
3337,3507604401.0,1,24969.0,359.0,87.0,9.0,26385.0,354.0,85.0,9.2,8.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0
3338,3507554132.0,1,29095.0,401.0,82.0,9.6,23893.0,322.0,66.0,8.8,14.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0
3339,3493107207.0,1,34403.0,412.0,112.0,10.4,22523.0,297.0,68.0,8.4,23.0,3.0,0.0,0.0,5.0,0.0,0.0,4.0
3340,3493123948.0,0,22147.0,348.0,76.0,9.0,26890.0,393.0,93.0,9.2,5.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0
3341,3488676638.0,0,22490.0,339.0,60.0,8.6,30488.0,360.0,107.0,9.6,6.0,0.0,0.0,2.0,17.0,3.0,0.0,0.0
3342,3485469903.0,0,23293.0,344.0,72.0,8.8,29694.0,359.0,73.0,9.6,7.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0
3343,3485434164.0,1,26670.0,377.0,63.0,8.8,26331.0,341.0,80.0,9.4,12.0,2.0,0.0,1.0,11.0,0.0,0.0,1.0
3344,3484931823.0,0,29459.0,322.0,73.0,9.0,27484.0,322.0,83.0,9.2,16.0,2.0,0.0,1.0,14.0,1.0,0.0,2.0
3345,3484826736.0,1,26294.0,358.0,67.0,9.2,24450.0,321.0,76.0,8.6,11.0,1.0,0.0,1.0,10.0,1.0,0.0,0.0
3346,3507755611.0,1,27440.0,337.0,76.0,9.4,24696.0,339.0,87.0,8.8,17.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0
3347,3507711136.0,0,23202.0,324.0,72.0,8.4,26882.0,345.0,101.0,9.0,6.0,1.0,0.0,2.0,10.0,2.0,0.0,0.0
3348,3507672066.0,1,25916.0,349.0,76.0,9.2,25469.0,372.0,108.0,9.8,11.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0
3349,3506247733.0,1,28839.0,322.0,97.0,9.4,25734.0,285.0,81.0,9.0,15.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0
3350,3482401624.0,0,27417.0,318.0,79.0,9.2,25655.0,321.0,88.0,9.2,11.0,2.0,0.0,1.0,10.0,1.0,0.0,1.0
3351,3482358186.0,0,25903.0,286.0,89.0,8.6,29519.0,362.0,81.0,9.6,8.0,1.0,0.0,2.0,17.0,2.0,0.0,2.0
3352,3482352344.0,0,22458.0,369.0,112.0,9.0,26723.0,375.0,84.0,9.4,1.0,1.0,0.0,1.0,10.0,1.0,0.0,0.0
3353,3482257887.0,0,28104.0,294.0,75.0,8.6,27221.0,275.0,74.0,9.0,13.0,2.0,0.0,1.0,14.0,1.0,0.0,1.0
3354,3472862076.0,0,22516.0,320.0,79.0,8.6,31549.0,334.0,90.0,9.8,6.0,0.0,0.0,2.0,21.0,3.0,0.0,0.0
3355,3489420787.0,0,23265.0,322.0,90.0,9.0,28118.0,371.0,77.0,9.6,8.0,0.0,0.0,1.0,13.0,2.0,0.0,0.0
3356,3487073552.0,0,25671.0,313.0,68.0,9.0,30055.0,350.0,91.0,9.4,9.0,0.0,0.0,1.0,20.0,1.0,0.0,1.0
3357,3485828357.0,0,30941.0,305.0,63.0,9.0,27846.0,289.0,88.0,8.8,20.0,2.0,0.0,1.0,16.0,1.0,0.0,1.0
3358,3485795184.0,1,25710.0,377.0,100.0,9.4,23223.0,355.0,83.0,8.8,9.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0
3359,3480775366.0,0,26342.0,366.0,70.0,9.4,24219.0,328.0,76.0,8.4,11.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0
3360,3507990727.0,0,24185.0,356.0,72.0,8.8,24942.0,388.0,100.0,9.6,4.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0
3361,3503895798.0,0,26874.0,290.0,88.0,9.2,29650.0,358.0,92.0,9.8,16.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0
3362,3510062986.0,1,24414.0,367.0,79.0,9.0,24056.0,410.0,100.0,9.4,7.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0
3363,3509956981.0,1,31202.0,389.0,110.0,9.6,26042.0,319.0,70.0,9.2,14.0,2.0,0.0,0.0,14.0,1.0,0.0,2.0
3364,3511887018.0,0,29709.0,359.0,105.0,9.6,30882.0,332.0,96.0,9.6,16.0,0.0,0.0,1.0,19.0,2.0,0.0,1.0
3365,3498509041.0,1,32879.0,341.0,86.0,9.8,25371.0,342.0,70.0,9.2,20.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0
3366,3496503790.0,1,29622.0,351.0,83.0,9.6,23971.0,264.0,90.0,8.6,14.0,2.0,0.0,0.0,8.0,1.0,0.0,2.0
3367,3496489633.0,0,25942.0,359.0,101.0,9.0,28557.0,380.0,87.0,9.4,6.0,1.0,0.0,1.0,13.0,2.0,0.0,1.0
3368,3496477607.0,0,28565.0,332.0,90.0,9.2,28235.0,355.0,67.0,9.0,15.0,1.0,0.0,1.0,13.0,1.0,0.0,1.0
3369,3490486780.0,1,31499.0,342.0,102.0,9.8,24174.0,340.0,72.0,8.8,17.0,3.0,0.0,0.0,8.0,0.0,0.0,3.0
3370,3490416116.0,0,24722.0,317.0,73.0,9.2,30669.0,387.0,102.0,9.4,8.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0
3371,3475752019.0,1,29981.0,326.0,109.0,9.4,23203.0,333.0,55.0,8.2,16.0,3.0,0.0,1.0,5.0,0.0,0.0,3.0
3372,3475687940.0,0,25124.0,334.0,76.0,8.6,26839.0,379.0,90.0,9.4,8.0,2.0,0.0,1.0,8.0,1.0,0.0,1.0
3373,3458082348.0,1,27736.0,398.0,83.0,9.6,26498.0,350.0,86.0,9.2,12.0,2.0,0.0,1.0,10.0,1.0,0.0,0.0
3374,3511363015.0,1,34142.0,355.0,113.0,9.2,22344.0,267.0,66.0,8.2,18.0,2.0,0.0,0.0,8.0,1.0,0.0,5.0
3375,3509674071.0,1,32372.0,375.0,107.0,9.6,20231.0,271.0,68.0,8.4,13.0,3.0,0.0,0.0,4.0,0.0,0.0,5.0
3376,3497251693.0,1,30678.0,383.0,103.0,9.6,22447.0,375.0,61.0,8.8,14.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0
3377,3497176618.0,0,27789.0,362.0,72.0,9.4,31286.0,380.0,99.0,9.6,14.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0
3378,3480591396.0,0,23857.0,420.0,66.0,9.4,26554.0,398.0,90.0,9.8,4.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0
3379,3479238864.0,0,24105.0,276.0,54.0,8.8,30888.0,403.0,85.0,9.4,9.0,0.0,0.0,2.0,17.0,2.0,0.0,0.0
3380,3508621556.0,0,25332.0,381.0,89.0,9.2,26508.0,382.0,88.0,9.4,8.0,2.0,0.0,1.0,10.0,1.0,0.0,0.0
3381,3508596062.0,1,25165.0,334.0,82.0,9.0,25170.0,386.0,83.0,9.0,7.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0
3382,3508591032.0,0,24579.0,379.0,68.0,9.0,27947.0,389.0,114.0,9.4,7.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0
3383,3479348832.0,0,27180.0,374.0,75.0,9.2,26875.0,345.0,64.0,9.2,13.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0
3384,3511141952.0,0,26157.0,338.0,78.0,8.6,28371.0,397.0,89.0,9.4,10.0,2.0,0.0,2.0,10.0,1.0,0.0,1.0
3385,3509428938.0,1,32540.0,430.0,106.0,10.0,19983.0,275.0,79.0,8.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0
3386,3507919561.0,1,26981.0,308.0,87.0,9.6,24154.0,367.0,80.0,9.2,12.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0
3387,3506740112.0,0,21176.0,288.0,48.0,8.6,27585.0,364.0,95.0,9.6,7.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0
3388,3503983206.0,0,24199.0,304.0,89.0,9.2,28470.0,339.0,82.0,9.4,9.0,0.0,0.0,1.0,14.0,2.0,0.0,0.0
3389,3476156425.0,1,30303.0,303.0,116.0,9.8,24728.0,296.0,65.0,8.4,22.0,2.0,0.0,0.0,12.0,1.0,0.0,2.0
3390,3475704899.0,1,25028.0,342.0,108.0,9.2,26140.0,369.0,76.0,9.0,8.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0
3391,3473930500.0,1,30081.0,349.0,107.0,9.4,24288.0,347.0,77.0,8.6,15.0,3.0,0.0,1.0,7.0,0.0,0.0,2.0
3392,3470196045.0,1,29555.0,377.0,120.0,10.0,24635.0,338.0,68.0,8.8,15.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0
3393,3482139883.0,0,23180.0,322.0,70.0,8.8,28188.0,307.0,100.0,9.6,8.0,3.0,0.0,1.0,16.0,0.0,0.0,0.0
3394,3481365601.0,0,23749.0,301.0,64.0,9.2,29103.0,386.0,71.0,9.8,10.0,0.0,0.0,1.0,16.0,2.0,0.0,0.0
3395,3481288340.0,0,21651.0,316.0,93.0,8.6,28359.0,358.0,71.0,9.0,5.0,1.0,0.0,2.0,12.0,2.0,0.0,0.0
3396,3481294894.0,0,20377.0,275.0,58.0,7.6,33279.0,371.0,103.0,10.2,4.0,0.0,0.0,6.0,23.0,3.0,0.0,0.0
3397,3500256980.0,0,23441.0,353.0,78.0,8.6,29559.0,370.0,115.0,9.8,7.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0
3398,3498752399.0,1,23429.0,380.0,95.0,9.4,24473.0,366.0,89.0,9.2,4.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0
3399,3474056195.0,0,25092.0,349.0,87.0,9.4,29119.0,384.0,85.0,9.8,9.0,1.0,0.0,2.0,15.0,2.0,0.0,0.0
3400,3467371421.0,1,28715.0,395.0,91.0,9.8,22330.0,342.0,88.0,9.0,12.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0
3401,3466853773.0,1,25890.0,365.0,84.0,9.4,26914.0,367.0,92.0,9.6,10.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0
3402,3508360345.0,0,23945.0,284.0,68.0,8.6,34338.0,380.0,120.0,10.0,12.0,1.0,0.0,4.0,21.0,2.0,0.0,0.0
3403,3507827396.0,1,33430.0,386.0,88.0,9.2,20106.0,214.0,76.0,6.6,17.0,2.0,0.0,0.0,5.0,0.0,0.0,8.0
3404,3507795545.0,0,23088.0,309.0,85.0,9.0,30899.0,374.0,92.0,9.8,6.0,2.0,0.0,3.0,14.0,1.0,0.0,1.0
3405,3511110818.0,0,21279.0,309.0,77.0,8.6,30578.0,347.0,112.0,9.4,3.0,0.0,0.0,4.0,13.0,3.0,0.0,0.0
3406,3511032800.0,1,29197.0,372.0,86.0,9.6,23977.0,311.0,93.0,9.2,13.0,3.0,0.0,0.0,10.0,0.0,0.0,2.0
3407,3510851442.0,1,23524.0,370.0,79.0,9.2,24688.0,402.0,114.0,9.4,5.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0
3408,3510957912.0,1,27155.0,353.0,96.0,9.2,24649.0,360.0,69.0,9.4,10.0,1.0,0.0,0.0,11.0,2.0,0.0,1.0
3409,3510965062.0,1,31803.0,394.0,108.0,9.6,16945.0,221.0,61.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0
3410,3510952509.0,1,32118.0,356.0,104.0,9.8,24190.0,305.0,64.0,8.8,21.0,2.0,0.0,0.0,11.0,1.0,0.0,2.0
3411,3510130215.0,1,26764.0,327.0,95.0,9.0,27556.0,309.0,55.0,9.0,12.0,1.0,0.0,2.0,12.0,1.0,0.0,1.0
3412,3503930409.0,1,32611.0,369.0,105.0,9.8,22785.0,268.0,46.0,8.0,20.0,1.0,0.0,0.0,10.0,1.0,0.0,3.0
3413,3502383352.0,1,26915.0,297.0,76.0,8.8,26613.0,330.0,96.0,9.2,11.0,2.0,0.0,0.0,11.0,1.0,0.0,1.0
3414,3502315953.0,1,27378.0,278.0,62.0,9.0,24939.0,346.0,57.0,8.6,16.0,2.0,0.0,0.0,9.0,1.0,0.0,1.0
3415,3511643334.0,1,29253.0,406.0,80.0,9.6,22919.0,318.0,110.0,9.0,10.0,2.0,0.0,0.0,4.0,1.0,0.0,3.0
3416,3511332965.0,1,32406.0,374.0,82.0,9.8,23845.0,270.0,84.0,8.8,20.0,1.0,0.0,0.0,10.0,2.0,0.0,3.0
3417,3510222935.0,1,27514.0,370.0,87.0,9.6,25318.0,382.0,83.0,9.2,11.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0
3418,3485564216.0,1,29404.0,352.0,102.0,9.8,24295.0,377.0,64.0,8.8,13.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0
3419,3485492801.0,1,26741.0,349.0,69.0,9.0,26304.0,342.0,87.0,8.8,15.0,2.0,0.0,1.0,8.0,1.0,0.0,1.0
3420,3485388888.0,1,27583.0,362.0,106.0,9.4,21477.0,354.0,72.0,8.6,11.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0
3421,3507392541.0,0,25085.0,367.0,74.0,9.2,27469.0,389.0,102.0,9.6,4.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0
3422,3502487502.0,0,23426.0,300.0,67.0,9.0,25638.0,345.0,76.0,9.0,9.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0
3423,3502402701.0,0,25315.0,249.0,98.0,8.4,24306.0,278.0,58.0,8.6,9.0,1.0,0.0,0.0,13.0,2.0,0.0,2.0
3424,3502334322.0,1,26470.0,354.0,93.0,9.4,23930.0,339.0,75.0,8.8,11.0,2.0,0.0,2.0,6.0,1.0,0.0,1.0
3425,3501864208.0,1,24965.0,351.0,86.0,9.2,26157.0,372.0,93.0,9.0,6.0,2.0,0.0,1.0,9.0,0.0,0.0,1.0
3426,3511546077.0,1,31622.0,381.0,90.0,9.8,23754.0,279.0,75.0,8.2,21.0,1.0,0.0,0.0,8.0,2.0,0.0,3.0
3427,3511491527.0,1,27808.0,376.0,76.0,9.2,24613.0,359.0,104.0,9.2,9.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0
3428,3511453267.0,0,25999.0,381.0,108.0,9.6,25504.0,352.0,100.0,9.6,6.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0
3429,3511346331.0,0,26158.0,382.0,88.0,9.2,28303.0,376.0,91.0,9.4,7.0,0.0,0.0,1.0,12.0,3.0,0.0,1.0
3430,3510032467.0,0,25854.0,345.0,62.0,9.0,28689.0,343.0,99.0,9.6,11.0,2.0,0.0,2.0,12.0,1.0,0.0,0.0
3431,3509833593.0,0,23441.0,304.0,72.0,8.6,35162.0,345.0,93.0,10.0,9.0,0.0,0.0,3.0,27.0,3.0,0.0,0.0
3432,3504248363.0,1,28456.0,309.0,72.0,9.0,26651.0,248.0,76.0,8.8,19.0,1.0,0.0,1.0,16.0,1.0,0.0,0.0
3433,3504262827.0,1,24822.0,334.0,96.0,9.6,23532.0,378.0,79.0,9.0,9.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0
3434,3488995532.0,1,30105.0,361.0,85.0,9.2,24369.0,295.0,84.0,9.0,18.0,1.0,0.0,0.0,9.0,1.0,0.0,2.0
3435,3480105303.0,0,25531.0,332.0,85.0,9.4,26828.0,385.0,104.0,9.2,9.0,1.0,0.0,1.0,8.0,2.0,0.0,1.0
3436,3478985362.0,1,29097.0,358.0,71.0,9.6,25935.0,357.0,108.0,9.4,14.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0
3437,3479040819.0,0,22817.0,293.0,87.0,8.8,30072.0,369.0,123.0,9.2,6.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0
3438,3488195318.0,1,28425.0,340.0,109.0,9.6,22883.0,336.0,79.0,8.8,12.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0
3439,3488118375.0,0,25878.0,285.0,68.0,9.0,28230.0,343.0,99.0,9.6,13.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0
3440,3488134198.0,0,18950.0,233.0,54.0,7.2,29996.0,336.0,63.0,9.2,4.0,0.0,0.0,6.0,18.0,1.0,0.0,0.0
3441,3485951086.0,0,28421.0,362.0,76.0,9.6,28046.0,324.0,96.0,9.6,15.0,2.0,0.0,0.0,14.0,1.0,0.0,1.0
3442,3485923257.0,1,29928.0,349.0,88.0,9.8,26194.0,332.0,93.0,9.0,18.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0
3443,3511162085.0,1,27304.0,305.0,79.0,9.2,24363.0,351.0,112.0,9.0,15.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0
3444,3487750171.0,1,30988.0,330.0,104.0,9.8,26245.0,349.0,101.0,9.2,18.0,2.0,0.0,0.0,11.0,1.0,0.0,2.0
3445,3491266184.0,0,23634.0,383.0,95.0,9.2,22636.0,335.0,84.0,8.8,2.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0
3446,3488905579.0,1,30684.0,346.0,98.0,9.0,23169.0,305.0,80.0,8.4,15.0,1.0,0.0,0.0,8.0,1.0,0.0,2.0
3447,3488900209.0,0,23987.0,316.0,75.0,8.8,26846.0,366.0,111.0,9.4,9.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0
3448,3470680386.0,0,28198.0,359.0,80.0,9.6,27193.0,386.0,98.0,9.6,12.0,2.0,0.0,2.0,8.0,0.0,0.0,1.0
3449,3470635242.0,1,25992.0,352.0,94.0,9.0,25478.0,311.0,86.0,8.8,11.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0
3450,3487691309.0,0,26869.0,328.0,86.0,8.6,28611.0,308.0,100.0,9.6,12.0,1.0,0.0,2.0,15.0,2.0,0.0,1.0
3451,3486678994.0,0,27387.0,309.0,103.0,9.0,27758.0,359.0,85.0,9.4,11.0,1.0,0.0,0.0,15.0,1.0,0.0,2.0
3452,3485291197.0,1,31481.0,356.0,74.0,9.4,25359.0,319.0,66.0,8.8,20.0,2.0,0.0,0.0,12.0,1.0,0.0,2.0
3453,3484013927.0,0,24250.0,342.0,59.0,9.0,28668.0,374.0,131.0,9.8,9.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0
3454,3482558270.0,1,26958.0,305.0,99.0,9.4,24319.0,296.0,62.0,8.8,16.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0
3455,3509468590.0,1,23171.0,366.0,87.0,9.6,24697.0,350.0,132.0,9.2,5.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0
3456,3509494808.0,0,26413.0,337.0,64.0,8.8,30822.0,338.0,76.0,9.2,13.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0
3457,3501708837.0,1,29922.0,334.0,89.0,9.2,23787.0,311.0,55.0,8.6,15.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0
3458,3501694140.0,0,22940.0,300.0,104.0,9.0,26625.0,342.0,100.0,9.4,6.0,2.0,0.0,1.0,11.0,1.0,0.0,0.0
3459,3500258374.0,0,30370.0,333.0,95.0,9.6,28300.0,333.0,74.0,9.4,20.0,1.0,0.0,1.0,13.0,2.0,0.0,1.0
3460,3481129036.0,0,27521.0,353.0,90.0,9.4,27555.0,373.0,96.0,9.6,12.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0
3461,3471702918.0,1,25081.0,355.0,92.0,8.8,25576.0,407.0,72.0,9.4,8.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
3462,3470707530.0,1,28245.0,339.0,100.0,9.4,26822.0,383.0,76.0,9.8,12.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0
3463,3470703429.0,1,33115.0,298.0,86.0,9.8,30139.0,368.0,73.0,9.4,22.0,3.0,0.0,2.0,15.0,0.0,0.0,4.0
3464,3511387538.0,0,29136.0,397.0,74.0,9.2,25950.0,337.0,73.0,9.2,13.0,1.0,0.0,0.0,12.0,2.0,0.0,2.0
3465,3490012170.0,0,22990.0,359.0,70.0,9.0,28902.0,320.0,97.0,9.2,6.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0
