blueWins	blueWardsPlaced	blueWardsDestroyed	blueFirstBlood	blueKills	blueEliteMonsters	blueDragons	blueHeralds	blueTowersDestroyed	blueTotalGold	blueTotalExperience	blueTotalMinionsKilled	blueTotalJungleMinionsKilled	redWardsPlaced	redWardsDestroyed	redFirstBlood	redKills	redEliteMonsters	redDragons	redHeralds	redTowersDestroyed	redTotalGold	redTotalExperience	redTotalMinionsKilled	redTotalJungleMinionsKilled
1	30	3	1	9	1	1	0	0	17826	18216	220	54	16	1	0	5	0	0	0	0	14752	16943	205	37
0	18	2	0	10	1	1	0	0	18445	18076	199	50	13	3	1	11	0	0	0	0	17893	18269	207	36
0	14	3	0	6	1	1	0	0	15814	17161	205	49	20	2	1	6	1	0	1	0	17344	18083	252	48
0	18	4	0	8	0	0	0	0	16735	17923	202	28	49	5	1	13	1	1	0	0	18922	20306	208	46
0	11	1	0	8	0	0	0	0	15818	16673	172	28	20	2	1	13	0	0	0	0	19918	20395	220	59
0	17	17	0	6	0	0	0	0	16999	18578	232	59	46	3	1	5	2	1	1	0	16610	18857	216	64
0	16	3	0	5	0	0	0	0	15867	17737	227	47	19	1	1	10	0	0	0	0	17673	18990	200	44
1	13	4	1	11	0	0	0	0	18042	17600	221	46	18	4	0	10	0	0	0	0	17338	18022	198	42
1	17	1	1	8	2	1	1	0	18293	19340	228	76	14	3	0	4	0	0	0	0	15887	17056	224	52
1	13	0	1	5	0	0	0	0	15895	18344	239	38	18	5	0	4	1	1	0	0	15853	17977	258	48
0	17	4	0	1	0	0	0	0	14305	17810	251	44	19	6	1	4	1	1	0	0	17194	19916	282	56
1	20	1	1	8	1	1	0	0	18186	19555	232	67	14	2	0	2	0	0	0	0	15055	17178	231	50
0	44	4	0	6	0	0	0	0	16295	17588	222	47	11	4	1	8	1	1	0	0	17566	17952	219	47
1	22	3	1	17	1	1	0	0	20151	19504	226	38	23	1	0	1	0	0	0	0	13368	14786	177	53
0	37	2	0	3	0	0	0	0	14735	16488	219	38	13	2	1	9	0	0	0	0	17667	18551	223	44
0	16	0	0	1	1	1	0	0	12798	13908	179	36	13	2	1	16	0	0	0	1	20666	19247	223	44
1	16	3	1	4	1	1	0	0	16452	18564	234	54	14	1	0	6	1	0	1	0	16181	18542	224	64
0	12	1	0	6	0	0	0	0	16120	18149	215	51	17	0	1	7	1	1	0	0	16852	17399	205	56
1	15	3	1	9	0	0	0	0	18287	19617	226	44	16	3	0	6	0	0	0	0	16424	17347	232	49
0	35	4	0	4	0	0	0	0	15902	17995	241	48	27	6	1	7	1	1	0	0	17092	18061	241	57
1	13	0	0	8	0	0	0	0	16982	19524	218	41	12	2	1	5	2	1	1	0	17194	18312	242	59
0	13	2	0	7	0	0	0	0	17064	18061	236	48	15	2	1	7	1	1	0	0	16930	18457	210	59
0	16	4	0	5	0	0	0	0	15424	16080	208	45	14	4	1	11	2	1	1	0	19116	19192	195	55
1	19	2	1	9	0	0	0	0	18369	19417	210	56	17	2	0	4	1	1	0	0	15100	17013	213	52
1	16	3	1	7	0	0	0	0	17568	18166	236	64	26	2	0	6	0	0	0	0	16260	17622	207	40
1	23	3	0	9	0	0	0	0	18090	17730	229	36	18	2	1	10	1	0	1	0	16984	17260	204	38
0	14	2	0	4	1	1	0	0	15786	17823	207	54	15	2	1	5	0	0	0	0	15878	18993	215	50
0	48	5	1	4	0	0	0	0	16596	18596	252	64	19	8	0	3	1	1	0	0	16057	17778	236	51
0	14	1	1	8	1	0	1	0	16093	16927	154	53	12	2	0	12	0	0	0	0	19288	17880	213	46
1	17	2	1	7	2	1	1	1	18858	19023	237	66	17	3	0	4	0	0	0	0	14520	14416	166	42
0	17	3	1	5	1	1	0	0	15288	16534	206	57	25	3	0	7	0	0	0	0	16149	16403	200	34
1	16	1	0	7	1	1	0	0	16346	17401	227	52	14	2	1	5	0	0	0	0	16436	17299	234	40
0	14	1	0	1	0	0	0	0	13447	16199	201	51	17	4	1	11	2	1	1	0	19145	19874	240	44
0	18	4	1	8	1	1	0	0	16453	17231	206	40	21	2	0	8	1	0	1	0	17022	17444	199	43
1	12	3	0	12	0	0	0	0	18669	19226	213	39	40	3	1	6	1	1	0	0	16881	18465	208	55
1	36	1	1	5	0	0	0	0	16192	18197	209	60	11	1	0	5	1	1	0	0	15136	18379	185	46
0	14	3	0	2	1	1	0	0	13701	15431	183	59	20	3	1	7	0	0	0	0	17796	18448	255	36
0	17	3	1	6	0	0	0	0	16762	18180	242	44	18	2	0	5	0	0	0	0	16280	18014	231	48
0	15	2	1	8	0	0	0	0	16795	18159	235	48	17	2	0	8	1	0	1	0	17302	18949	203	56
0	11	2	0	4	0	0	0	0	14464	15227	164	58	15	0	1	12	0	0	0	1	19284	17878	206	44
0	13	4	0	5	0	0	0	0	16925	18087	233	64	17	3	1	10	1	1	0	0	17887	17980	213	44
0	16	5	1	3	0	0	0	0	14302	15878	211	51	36	1	0	9	2	1	1	0	17327	18784	212	64
0	16	2	0	2	1	0	1	0	14786	16676	233	50	16	4	1	8	1	1	0	0	16126	17205	205	37
0	28	2	0	3	0	0	0	0	15134	18028	214	54	17	2	1	3	1	1	0	0	15302	17761	214	61
1	13	3	0	8	1	0	1	1	18954	17795	228	46	14	3	1	13	1	1	0	1	19618	18344	182	57
0	14	3	1	6	1	1	0	0	16043	17409	220	51	20	4	0	12	0	0	0	0	19132	20355	235	50
1	14	1	0	5	0	0	0	0	15195	17896	196	43	12	1	1	6	1	1	0	0	16768	19067	202	71
1	17	2	0	9	1	1	0	0	17205	18124	218	40	16	1	1	7	0	0	0	0	16484	16047	212	39
0	21	5	1	5	0	0	0	0	16022	17853	219	60	78	1	0	4	1	0	1	0	15511	18531	242	42
1	17	2	0	6	0	0	0	0	15615	17928	201	49	17	3	1	7	0	0	0	0	16808	18747	229	36
0	15	1	0	2	0	0	0	0	14433	16813	202	64	21	3	1	8	1	0	1	0	17648	18469	243	43
1	18	3	1	13	2	1	1	1	19807	17943	220	36	47	7	0	3	0	0	0	0	14580	15892	210	47
1	18	5	1	4	1	1	0	0	15704	18292	236	58	18	6	0	2	0	0	0	0	14692	17773	234	63
1	16	2	1	4	1	0	1	1	17073	17021	221	50	14	4	0	4	0	0	0	0	15071	16633	203	51
1	15	3	1	9	0	0	0	0	18584	18383	203	70	17	2	0	3	0	0	0	0	15491	17098	212	41
0	19	5	0	7	1	1	0	0	16187	16701	216	30	20	0	1	11	0	0	0	0	18564	19056	206	67
0	22	3	0	9	1	1	0	0	16749	16227	166	48	19	1	1	10	0	0	0	0	19168	19540	240	39
0	10	1	0	6	1	1	0	0	16490	19578	214	68	16	1	1	6	0	0	0	0	16882	19116	232	56
1	22	4	1	6	2	1	1	0	16697	19170	236	59	17	3	0	4	0	0	0	0	15845	17617	214	51
1	48	0	0	10	2	1	1	0	17973	20040	196	64	17	1	1	4	0	0	0	0	15466	16844	209	48
1	20	5	0	5	0	0	0	0	16029	17493	234	47	16	2	1	2	0	0	0	0	14273	15573	199	49
1	17	0	0	4	2	1	1	0	15752	19171	231	64	54	2	1	2	0	0	0	0	14688	16700	235	44
1	14	2	1	5	1	1	0	0	15930	18669	234	44	17	1	0	3	0	0	0	0	14217	16524	188	44
0	12	4	0	6	0	0	0	0	15241	16491	190	36	17	1	1	6	2	1	1	0	16378	17893	224	45
1	17	1	0	8	1	1	0	0	17127	18148	201	48	15	2	1	4	0	0	0	0	14833	16765	183	67
0	15	3	0	1	0	0	0	0	13519	15833	188	53	18	2	1	7	1	1	0	0	17634	18818	251	47
1	18	4	0	11	0	0	0	0	18748	19116	243	40	53	4	1	6	0	0	0	0	16228	17024	224	40
1	13	3	0	4	1	1	0	0	16055	17933	227	55	15	1	1	7	0	0	0	0	15962	16738	214	36
1	18	2	1	7	1	1	0	0	16496	18201	202	55	15	5	0	5	0	0	0	0	14752	17014	209	36
1	17	1	0	6	1	1	0	0	17217	18979	222	60	22	2	1	9	0	0	0	0	17532	18986	218	52
0	14	1	0	4	0	0	0	0	15482	18715	237	47	39	2	1	5	2	1	1	0	16817	18887	228	55
0	14	4	1	3	0	0	0	0	14486	18218	200	63	19	3	0	3	1	1	0	0	15134	17490	208	56
0	50	1	1	6	0	0	0	0	15809	17592	198	30	14	1	0	12	0	0	0	0	19663	19405	238	39
1	165	3	1	11	1	1	0	1	19556	18352	229	41	14	1	0	8	0	0	0	0	16971	16593	169	63
1	11	3	1	9	1	1	0	0	17003	17799	188	58	14	0	0	4	0	0	0	0	14756	16131	189	48
0	19	0	0	5	0	0	0	0	16451	18416	220	59	15	1	1	10	0	0	0	0	17428	18273	189	53
1	19	2	1	6	0	0	0	0	17837	19440	238	76	50	4	0	3	0	0	0	0	14867	17403	217	52
1	14	3	1	11	1	1	0	0	18056	17829	195	54	268	2	0	6	1	0	1	1	17806	17542	210	59
0	19	4	1	8	0	0	0	0	16249	17245	189	41	16	0	0	8	0	0	0	0	17525	17893	193	42
1	15	3	1	7	0	0	0	0	16946	18077	212	45	17	3	0	7	1	1	0	0	15464	17022	161	48
0	23	3	0	4	0	0	0	0	15707	17968	243	55	17	5	1	2	1	1	0	0	15279	17281	247	42
0	13	7	1	7	0	0	0	0	16443	18461	193	52	16	1	0	6	0	0	0	0	18149	19488	247	68
1	11	1	0	8	2	1	1	0	17823	19752	215	64	9	1	1	5	0	0	0	0	16809	18802	219	75
1	15	6	0	2	0	0	0	0	16241	18365	236	57	38	0	1	6	1	1	0	0	15991	17423	196	56
1	13	4	0	7	1	0	1	0	16464	17075	209	52	16	1	1	8	1	1	0	0	16298	16680	167	40
0	11	2	0	6	0	0	0	0	16924	17938	233	47	81	1	1	8	0	0	0	0	17389	18374	214	42
1	19	5	0	10	1	1	0	0	17251	17415	217	46	17	3	1	8	0	0	0	0	17984	17956	234	39
0	38	2	0	6	0	0	0	0	16917	18964	212	62	12	1	1	8	1	1	0	0	17930	19000	260	56
1	10	2	0	7	2	1	1	2	19453	18832	239	64	13	0	1	7	0	0	0	0	15680	16875	170	52
0	17	2	0	5	0	0	0	0	16891	19197	207	79	69	3	1	4	1	1	0	0	15831	17643	211	60
1	16	2	1	7	1	1	0	0	17107	19237	218	68	30	1	0	4	0	0	0	0	14938	16784	212	40
1	15	7	0	4	1	1	0	0	15444	17833	236	53	17	1	1	2	0	0	0	0	14425	17125	229	44
1	17	3	1	9	2	1	1	0	18283	18731	226	59	41	3	0	5	0	0	0	0	15599	17540	211	37
1	17	4	1	4	0	0	0	0	16267	18319	246	52	16	1	0	2	2	1	1	0	14905	17620	228	64
1	60	4	1	6	1	0	1	0	17247	18845	233	65	16	3	0	7	0	0	0	0	16332	17135	214	36
0	54	4	0	11	1	0	1	0	18640	18015	226	48	13	2	1	6	1	1	0	0	16709	16815	232	62
1	14	2	1	9	0	0	0	0	17086	19170	221	49	37	2	0	0	1	1	0	0	13431	16427	198	60
0	24	4	1	6	0	0	0	0	16505	17567	205	52	13	8	0	4	1	1	0	0	15700	17418	256	44
1	15	2	0	12	0	0	0	0	17961	17984	172	32	61	1	1	10	1	1	0	0	17483	18108	159	75
1	44	5	1	14	1	1	0	0	19418	18520	204	49	21	5	0	12	1	0	1	0	17720	16283	167	51
1	18	2	1	4	0	0	0	0	15846	18388	214	58	15	3	0	5	1	1	0	0	16176	18854	236	52
1	22	2	1	6	1	0	1	0	16937	18194	221	43	14	3	0	5	1	1	0	0	16345	17952	215	67
0	17	3	1	1	0	0	0	0	14064	16539	220	37	17	4	0	4	1	1	0	0	15829	18883	244	62
0	13	1	1	1	0	0	0	0	15094	18255	246	51	12	0	0	2	1	1	0	0	15186	18499	226	64
0	69	2	1	5	1	1	0	0	15633	17179	193	54	17	1	0	11	0	0	0	0	18580	19368	224	43
1	18	3	1	6	1	1	0	0	16868	18060	245	52	16	2	0	2	0	0	0	0	14886	17070	227	60
1	15	3	0	10	1	0	1	0	19289	19633	240	63	52	2	1	7	0	0	0	0	16959	17314	200	39
1	14	4	0	3	1	1	0	0	15138	18807	194	66	16	2	1	3	0	0	0	0	15243	17721	235	55
1	16	4	0	1	2	1	1	0	14942	17727	210	83	21	3	1	5	0	0	0	0	16157	18483	233	52
0	16	1	0	6	1	1	0	0	15703	16893	191	40	12	3	1	6	0	0	0	0	16654	18009	221	51
1	18	2	1	5	2	1	1	0	15427	17667	217	47	19	4	0	3	0	0	0	0	15293	17811	235	51
1	108	5	1	6	0	0	0	0	16620	17711	238	37	17	0	0	5	0	0	0	0	16259	18383	223	54
1	19	2	0	6	1	1	0	0	15926	17186	209	44	15	2	1	5	0	0	0	0	15021	15817	180	40
0	15	1	1	9	0	0	0	0	16852	17417	210	38	15	5	0	6	1	1	0	0	16504	18421	216	60
0	14	1	1	6	0	0	0	0	16936	18023	219	64	14	2	0	8	2	1	1	0	17360	18653	230	48
1	15	4	1	10	1	1	0	0	17917	18904	212	37	37	1	0	4	1	0	1	0	14859	17579	222	52
0	16	1	1	7	1	1	0	0	17558	17445	241	48	18	4	0	8	1	0	1	0	17663	18846	232	50
0	12	0	0	3	0	0	0	0	15149	17143	205	51	13	2	1	8	1	1	0	0	17025	19802	211	76
0	15	1	0	5	1	1	0	0	16112	16747	215	52	17	1	1	7	0	0	0	0	17143	17507	211	56
0	39	1	1	7	0	0	0	0	15885	19056	207	52	22	5	0	4	0	0	0	0	15760	16998	224	47
1	22	0	1	4	1	0	1	1	17104	17075	224	61	17	4	0	7	1	1	0	0	17773	17577	209	46
1	51	3	0	10	1	1	0	1	17535	15420	173	40	14	2	1	5	0	0	0	0	16099	16964	207	66
0	23	1	1	8	1	1	0	0	17321	18683	205	59	13	2	0	10	1	0	1	0	17399	18838	207	40
1	9	3	1	6	1	0	1	0	16317	18679	204	71	84	4	0	7	1	1	0	0	17030	18576	212	52
0	19	2	0	4	0	0	0	0	15649	18614	234	66	24	4	1	7	1	1	0	0	17624	19729	243	55
1	15	3	1	9	0	0	0	0	17592	18664	220	41	11	1	0	3	1	1	0	0	16181	17898	215	62
1	47	3	1	2	1	1	0	0	15420	18204	230	65	14	2	0	1	0	0	0	0	14759	18065	245	56
0	14	0	0	3	0	0	0	0	15929	17529	226	40	14	1	1	4	1	0	1	0	16323	19164	237	64
0	49	0	1	4	0	0	0	0	15046	16504	178	48	13	5	0	4	0	0	0	0	15603	17336	217	52
1	20	3	0	6	0	0	0	0	16737	19857	243	64	16	4	1	3	1	1	0	0	15533	17853	250	48
0	41	2	1	6	0	0	0	0	15756	16210	204	49	18	4	0	7	0	0	0	0	17722	19399	242	60
1	59	2	0	3	1	1	0	0	15442	17518	238	51	11	17	1	6	0	0	0	0	16532	19017	233	56
0	16	2	1	9	1	0	1	0	16649	15616	166	36	19	2	0	8	1	1	0	0	17801	17809	208	48
0	27	0	0	6	1	0	1	0	16171	17902	202	54	14	2	1	10	1	1	0	0	17853	17973	226	52
1	15	5	1	9	1	1	0	0	17190	17783	210	41	14	2	0	4	1	0	1	0	15343	16699	200	40
0	91	4	1	7	0	0	0	0	17222	18157	227	48	13	3	0	6	1	1	0	0	16414	18393	250	53
1	16	1	0	6	1	1	0	0	15704	17114	199	52	14	6	1	9	0	0	0	0	17036	19118	217	40
0	16	2	0	9	0	0	0	0	16331	14886	162	31	18	2	1	18	1	0	1	0	20297	17885	169	38
0	33	1	0	10	1	0	1	1	19186	18375	183	51	14	2	1	7	1	1	0	0	17809	17580	201	52
1	16	0	1	7	1	1	0	0	17546	17209	228	47	10	2	0	3	1	0	1	1	16053	16042	193	51
0	18	4	0	4	0	0	0	0	15198	17177	219	38	10	4	1	7	1	0	1	0	18074	19892	222	92
0	42	3	0	8	1	1	0	0	17909	16512	165	39	19	4	1	7	0	0	0	0	16569	16719	201	32
0	18	3	0	4	0	0	0	0	15046	17140	208	48	37	4	1	7	1	1	0	0	16254	17754	227	44
1	19	5	0	6	0	0	0	0	16740	19237	238	54	18	4	1	6	1	1	0	0	16522	18152	229	54
1	14	3	1	13	1	1	0	1	20295	19531	258	56	15	2	0	1	0	0	0	0	13388	15019	178	54
1	13	1	0	4	0	0	0	0	15921	18190	217	48	14	1	1	5	2	1	1	0	16515	18543	235	48
0	15	0	0	10	2	1	1	0	17145	17904	192	45	15	3	1	9	0	0	0	0	18609	18358	226	46
1	15	2	0	5	0	0	0	0	15936	18030	205	43	28	0	1	4	0	0	0	0	15382	18732	179	68
1	17	1	1	7	1	0	1	0	16649	19322	226	47	16	6	0	2	1	1	0	0	15393	19617	268	63
1	40	2	1	10	1	1	0	0	17618	18556	203	36	13	4	0	2	0	0	0	0	13245	14270	184	24
1	24	2	1	6	0	0	0	0	15871	17106	195	45	14	2	0	5	1	1	0	0	16116	17384	221	45
0	15	1	1	8	1	0	1	1	17676	18151	206	32	16	1	0	8	1	1	0	0	17283	18366	223	46
1	16	4	1	7	0	0	0	0	17423	19973	248	55	24	3	0	2	1	1	0	0	14601	17766	219	64
0	12	2	0	1	0	0	0	0	13410	16059	210	52	19	4	1	10	1	1	0	0	18435	18669	228	58
1	19	2	0	7	0	0	0	0	16992	18385	219	44	30	3	1	8	1	1	0	0	17363	18557	225	65
1	16	4	1	8	2	1	1	1	18678	18538	231	56	13	1	0	4	0	0	0	0	14679	16315	193	42
0	22	1	0	5	0	0	0	0	16220	17906	222	66	15	1	1	12	1	1	0	0	20377	19630	257	52
0	31	0	0	5	0	0	0	0	14930	15593	169	56	11	1	1	12	1	1	0	0	20228	20263	242	52
0	12	2	0	7	0	0	0	0	16304	17825	201	51	14	1	1	8	0	0	0	0	16332	17888	209	41
1	51	4	0	7	1	1	0	0	17075	18159	230	52	17	4	1	5	0	0	0	0	16613	17580	224	51
0	16	4	0	5	0	0	0	0	15499	17516	225	47	17	3	1	3	1	1	0	0	15580	17517	214	60
1	14	3	1	6	2	1	1	0	16972	19577	218	55	15	1	0	4	0	0	0	0	16220	19233	247	68
0	14	2	0	6	0	0	0	0	15256	16464	189	28	17	2	1	10	1	1	0	0	16811	16821	182	45
1	15	2	0	6	0	0	0	0	16568	18645	197	52	20	2	1	3	2	1	1	0	15380	16606	207	52
1	14	1	1	7	1	0	1	0	17326	18459	224	56	17	2	0	3	1	1	0	0	15687	18672	248	68
1	16	5	0	6	0	0	0	0	16619	18958	226	51	31	4	1	4	0	0	0	0	15067	17470	213	52
0	14	4	0	4	0	0	0	0	16295	18278	261	36	56	2	1	5	1	1	0	0	16254	19214	234	64
1	12	2	1	7	1	1	0	0	15680	17099	186	52	37	1	0	4	0	0	0	0	15939	18214	227	51
0	15	1	1	7	0	0	0	0	16432	16967	191	36	32	2	0	7	1	1	0	0	16065	17992	212	47
1	15	3	0	10	2	1	1	2	19197	18449	219	53	15	6	1	6	0	0	0	0	16256	16599	192	52
1	15	2	1	10	1	1	0	0	18468	18822	221	51	18	3	0	7	0	0	0	0	17326	18539	252	40
1	21	1	1	9	0	0	0	0	18280	18115	229	35	19	5	0	5	1	1	0	0	14229	16721	211	36
1	17	5	0	5	0	0	0	0	16103	17019	193	48	50	5	1	9	1	0	1	0	18522	18456	246	40
1	16	4	1	6	2	1	1	0	16832	18675	221	65	17	1	0	4	0	0	0	0	15208	17667	238	33
0	36	1	0	3	1	1	0	0	15028	17228	232	40	18	3	1	8	0	0	0	0	17282	17607	232	48
1	13	2	1	9	1	0	1	0	17076	18945	194	54	16	0	0	5	0	0	0	0	16242	17092	238	36
1	20	2	1	7	0	0	0	0	16745	17283	210	35	14	4	0	4	0	0	0	0	14595	16179	187	50
1	15	2	0	4	1	0	1	0	15658	17351	222	42	16	1	1	8	1	1	0	0	17282	19370	207	61
1	8	0	1	6	1	0	1	0	15760	18719	167	72	16	2	0	5	1	1	0	1	17832	18307	268	51
0	13	2	0	2	1	0	1	0	14624	16881	210	57	39	5	1	7	0	0	0	0	16713	16344	215	38
1	10	4	0	2	0	0	0	0	15568	18302	245	48	16	1	1	3	1	1	0	0	15026	17090	209	62
0	17	2	0	6	1	0	1	0	16331	17920	231	49	37	3	1	7	0	0	0	0	16557	18141	226	54
1	32	2	1	7	2	1	1	0	17204	18986	240	60	36	1	0	5	0	0	0	0	16888	18976	236	48
0	16	4	1	3	0	0	0	0	14910	15466	195	36	44	3	0	6	1	1	0	0	15731	18006	206	67
1	37	3	1	12	1	1	0	0	19141	20647	192	60	15	2	0	5	0	0	0	0	14847	16209	210	36
0	19	4	0	2	0	0	0	0	14208	17036	194	64	20	1	1	8	1	0	1	1	19099	19371	266	40
1	21	3	0	9	1	1	0	0	17951	18031	234	44	16	1	1	4	0	0	0	0	14519	15714	183	45
1	15	2	1	7	1	1	0	0	16142	17610	197	62	24	4	0	8	0	0	0	0	16705	18422	207	48
1	15	4	0	4	0	0	0	0	16333	19527	237	65	23	5	1	4	1	1	0	0	16273	19868	252	80
0	19	1	1	8	0	0	0	0	17526	17824	222	63	13	3	0	2	1	1	0	0	14765	17144	216	64
1	14	4	1	7	2	1	1	0	17381	20017	221	76	17	2	0	7	0	0	0	0	15839	17838	204	48
0	35	1	0	5	1	0	1	1	17854	20383	230	56	13	1	1	3	0	0	0	0	15531	18263	219	52
0	15	2	1	6	1	1	0	0	15698	17468	206	59	15	1	0	5	1	0	1	0	16841	18327	259	50
1	19	3	0	6	0	0	0	0	16039	17942	195	49	16	3	1	7	1	1	0	0	16704	18513	231	52
0	16	5	0	3	1	0	1	0	14506	16989	206	52	16	1	1	8	1	1	0	0	17026	18921	221	56
1	141	2	0	6	0	0	0	0	16830	18944	226	51	18	2	1	6	2	1	1	0	16122	17736	204	54
1	19	2	0	2	1	1	0	0	14909	18031	245	52	14	3	1	1	0	0	0	0	14499	17311	237	52
1	14	3	0	0	0	0	0	0	12939	15958	201	32	19	2	1	5	1	1	0	0	17517	19631	259	79
0	15	1	0	8	0	0	0	0	16678	18875	216	64	15	5	1	6	1	1	0	0	15599	17289	220	32
0	11	1	0	5	0	0	0	0	15322	15807	210	56	18	2	1	14	1	1	0	0	19346	18180	203	47
0	38	4	1	5	0	0	0	0	16562	18781	210	64	21	1	0	7	1	1	0	0	16518	18611	245	36
1	14	3	1	6	1	0	1	0	16353	18367	214	56	16	2	0	8	1	1	0	0	16913	18413	221	44
0	8	2	0	7	1	0	1	0	16998	17282	207	55	18	3	1	11	1	1	0	0	18341	17873	191	40
0	19	2	0	5	1	1	0	0	15051	16743	188	35	11	2	1	5	0	0	0	0	14991	16420	206	44
0	48	3	0	3	0	0	0	0	14986	17222	208	46	18	3	1	6	0	0	0	0	16487	18700	220	49
0	40	4	1	7	0	0	0	0	17003	18007	214	40	16	1	0	5	0	0	0	0	15672	16720	190	52
0	16	3	0	4	1	1	0	0	15380	15984	226	43	17	2	1	12	1	0	1	2	20244	18802	231	36
1	16	1	1	9	2	1	1	0	18599	20735	216	76	34	1	0	3	0	0	0	0	14778	16447	187	56
1	14	1	0	6	0	0	0	0	15936	17755	192	46	15	3	1	7	1	1	0	0	17413	18773	245	53
1	15	2	1	3	0	0	0	0	15265	17859	224	52	14	1	0	2	0	0	0	0	14819	17596	237	45
1	16	1	1	10	1	1	0	0	18177	18965	219	50	16	3	0	3	0	0	0	0	14673	17970	214	46
0	15	6	0	7	1	0	1	0	16605	16894	220	39	20	5	1	5	1	1	0	0	14559	16310	175	44
0	17	2	1	4	0	0	0	0	14742	17515	203	40	17	3	0	3	2	1	1	0	15283	18609	230	60
0	13	0	0	3	0	0	0	0	14440	17275	194	60	17	2	1	8	1	1	0	0	17572	18905	220	50
0	13	4	0	2	0	0	0	0	12798	12111	187	4	16	1	1	13	1	1	0	1	21270	20353	224	64
0	14	4	0	5	0	0	0	0	15698	17663	201	63	23	3	1	6	1	1	0	0	16385	18035	230	43
1	80	3	1	7	1	1	0	0	17324	19349	216	48	18	0	0	2	0	0	0	0	14195	16427	208	47
0	11	2	0	2	1	0	1	0	14613	17026	233	47	13	5	1	4	1	1	0	0	17152	17969	234	47
0	12	3	1	4	0	0	0	0	14705	16663	196	44	17	1	0	5	1	1	0	0	16872	19170	240	65
1	16	3	0	8	0	0	0	0	17536	19665	247	47	16	5	1	5	1	1	0	0	16626	18396	226	68
0	13	3	0	5	1	0	1	0	15226	17298	213	55	11	2	1	5	1	1	0	0	15747	18573	236	48
0	13	2	1	6	0	0	0	0	16051	17771	197	41	15	5	0	5	1	1	0	0	15528	18831	226	54
1	17	1	0	3	0	0	0	0	15158	17197	236	47	18	3	1	4	2	1	1	0	15499	19179	219	56
0	17	2	1	8	0	0	0	0	16934	16045	193	44	15	1	0	8	1	1	0	0	16687	16820	191	56
0	20	7	1	4	1	0	1	0	15228	16963	198	52	20	5	0	8	1	1	0	0	17464	19033	227	48
1	15	3	1	10	0	0	0	0	17710	18758	205	56	16	1	0	4	1	1	0	0	14413	15775	183	44
0	17	1	0	2	0	0	0	0	14971	18121	228	49	18	4	1	3	1	1	0	0	15653	18210	252	49
0	22	2	0	10	1	0	1	0	17835	18036	205	50	18	2	1	5	0	0	0	0	15912	17599	216	43
1	16	2	0	7	2	1	1	0	17071	19347	234	64	16	3	1	3	0	0	0	0	15333	16900	226	57
0	42	4	0	6	1	1	0	0	16245	18044	208	50	26	5	1	11	1	0	1	0	19696	20264	235	59
0	15	5	1	6	0	0	0	0	16835	17368	235	42	90	1	0	2	2	1	1	0	14584	17652	248	49
0	19	1	1	6	0	0	0	0	17088	18768	226	67	19	2	0	9	2	1	1	0	17972	17805	218	48
0	12	2	0	5	1	1	0	0	16383	19209	223	56	15	2	1	4	0	0	0	0	15519	18311	246	45
1	17	5	1	4	1	1	0	1	16577	17637	220	58	17	4	0	2	1	0	1	0	14747	18869	219	66
1	59	3	1	12	1	1	0	0	19607	19804	221	44	17	2	0	5	0	0	0	0	15694	16856	220	52
1	19	2	1	8	2	1	1	0	15775	17200	149	47	19	4	0	9	0	0	0	0	18450	18525	231	42
0	12	2	1	4	2	1	1	0	14998	16127	185	45	14	1	0	8	0	0	0	0	16428	15980	196	48
0	20	1	1	8	2	1	1	0	16906	17910	207	48	15	3	0	8	0	0	0	0	16680	17689	176	54
1	16	3	1	9	2	1	1	1	18743	18381	209	49	15	4	0	3	0	0	0	0	14419	16676	191	56
0	17	3	0	8	0	0	0	0	16634	17892	198	40	38	3	1	8	0	0	0	0	16989	17613	195	44
0	52	19	0	3	0	0	0	0	13636	14432	177	35	37	2	1	8	2	1	1	0	18165	19097	249	60
0	11	3	1	3	1	1	0	0	13744	15449	167	50	15	2	0	10	0	0	0	0	18407	19073	219	44
0	14	3	1	4	1	1	0	0	15823	17501	230	46	36	4	0	4	0	0	0	0	16034	19318	233	64
1	32	7	1	7	1	1	0	0	16356	19371	219	47	12	1	0	6	1	0	1	0	16318	18130	226	40
0	19	2	0	11	1	0	1	1	19801	17196	195	55	17	1	1	9	1	1	0	0	16486	16292	147	45
0	16	4	1	11	0	0	0	0	18200	17815	202	39	18	3	0	9	1	1	0	0	16989	18572	211	60
0	55	0	0	4	0	0	0	0	15335	18648	230	40	11	3	1	3	1	1	0	0	15523	18378	248	60
1	15	2	1	6	0	0	0	0	16792	18901	238	52	20	1	0	4	0	0	0	0	14940	16788	218	40
0	14	3	1	12	1	1	0	1	20086	18345	232	44	20	1	0	8	1	0	1	0	17027	16937	207	56
0	17	3	0	1	0	0	0	0	13858	16054	232	45	14	1	1	4	2	1	1	0	16410	18322	239	63
0	50	5	1	5	0	0	0	0	16190	17505	222	53	18	2	0	7	1	1	0	0	17756	19357	258	62
0	11	4	1	7	0	0	0	0	16112	18155	202	42	15	1	0	10	0	0	0	0	19079	18913	238	45
1	20	10	0	9	1	0	1	0	17298	17146	198	40	47	5	1	11	1	1	0	0	17396	17315	182	36
0	12	2	0	2	0	0	0	0	14593	17874	240	38	12	2	1	4	0	0	0	0	16565	19051	253	64
1	14	2	1	10	1	1	0	0	17723	17913	201	54	13	2	0	8	0	0	0	0	17166	19296	204	68
